TA_F,SW_IN_F,LW_IN_F,LW_OUT,VPD_F,PA_F,WS_F,NETRAD,G_F_MDS,LE_F_MDS,SWC_F_MDS_1_QC,SWC_F_MDS_1,AET_MS,SWI,PET_P,PET_PT,PET_PM,PET_HS,PET_OD,PET_Ham,PET_TH,PET_BR,AET_NLF1_P,AET_NLF1_PM,AET_NLF1_PT,AET_NLF1_HS,AET_NLF1_OD,AET_NLF1_Ham,AET_NLF1_TH,AET_NLF1_BR,AET_NLF2_P,AET_NLF2_PM,AET_NLF2_PT,AET_NLF2_HS,AET_NLF2_OD,AET_NLF2_Ham,AET_NLF2_TH,AET_NLF2_BR,AET_NLF3_P,AET_NLF3_PM,AET_NLF3_PT,AET_NLF3_HS,AET_NLF3_OD,AET_NLF3_Ham,AET_NLF3_TH,AET_NLF3_BR,AET_NLF4_P,AET_NLF4_PM,AET_NLF4_PT,AET_NLF4_HS,AET_NLF4_OD,AET_NLF4_Ham,AET_NLF4_TH,AET_NLF4_BR,AET_lf_P,AET_lf_PM,AET_lf_PT,AET_lf_HS,AET_lf_OD,AET_lf_Ham,AET_lf_TH,AET_lf_BR,AET_PF_P,AET_PF_PM,AET_PF_PT,AET_PF_HS,AET_PF_OD,AET_PF_Ham,AET_PF_TH,AET_PF_BR,AET_B1963_P,AET_B1963_PM,AET_B1963_PT,AET_B1963_HS,AET_B1963_OD,AET_B1963_Ham,AET_B1963_TH,AET_B1963_BR,AET_G1989_P,AET_G1989_PM,AET_G1989_PT,AET_G1989_HS,AET_G1989_OD,AET_G1989_Ham,AET_G1989_TH,AET_G1989_BR,AET_B2015_P,AET_B2015_PM,AET_B2015_PT,AET_B2015_HS,AET_B2015_OD,AET_B2015_Ham,AET_B2015_TH,AET_B2015_BR,AET_M2015_P,AET_M2015_PM,AET_M2015_PT,AET_M2015_HS,AET_M2015_OD,AET_M2015_Ham,AET_M2015_TH,AET_M2015_BR
27.492,171.583,419.313,441,8.315,100.511,1.29,140,-5.125,86.7554,1,11.4,35.41036735,0.456,1.876750175,4.49761696,1.653686413,2.517932804,1.833836695,1.57492501,4.961561662,2.238127,1.876750175,1.653686413,4.49761696,2.517932804,1.833836695,1.57492501,4.961561662,2.238127,1.876750175,1.653686413,4.49761696,2.517932804,1.833836695,1.57492501,4.961561662,2.238127,0.8557980796,0.7540810042,2.050913334,1.148177358,0.8362295329,0.7181658048,2.262472118,1.020585912,1.872490313,1.649932863,4.487408236,2.512217581,1.829674239,1.571350234,4.950299873,2.233046883,31.80891464,31.99907835,36.68095053,17.25220599,35.52162536,35.49439153,35.56440844,16.62036751,1.876750175,1.653686413,4.49761696,2.517932804,1.833836695,1.57492501,4.961561662,2.238127,7.118483745,7.341547507,4.49761696,6.477301116,7.161397224,7.420308909,4.033672257,6.75710692,18.34461223,18.41412887,17.52783303,18.14479108,18.35798599,18.43867444,17.38324713,18.23199107,-6.796007237,-13.14564537,4.49761696,1.121408952,-7.785138408,-16.299597,4.45401328,-1.19165255,26.3381735,28.19703818,4.49761696,20.99498493,26.69578583,28.8533832,0.6314111048,23.32669996
28.182,263.125,412.646,441,14.623,100.574,1.654,140,8.39583,132.75,1,10.8,54.18367347,0.432,2.02110937,4.339357964,1.775382772,3.342145476,1.913990495,1.639565589,5.46797542,3.07316,2.02110937,1.775382772,4.339357964,3.342145476,1.913990495,1.639565589,5.46797542,3.07316,2.02110937,1.775382772,4.339357964,3.342145476,1.913990495,1.639565589,5.46797542,3.07316,0.8731192478,0.7669653577,1.874602641,1.443806846,0.8268438937,0.7082923346,2.362165381,1.32760512,2.014045004,1.769177293,4.324190645,3.330463705,1.907300541,1.63383483,5.448863254,3.062418411,34.2556491,34.35392104,35.39024693,22.89949204,37.07421358,36.95120884,39.19437557,22.82133615,2.02110937,1.775382772,4.339357964,3.342145476,1.913990495,1.639565589,5.46797542,3.07316,6.657606559,6.903333156,4.339357964,5.336570452,6.764725434,7.039150339,3.210740508,5.605555928,18.14207356,18.21606387,17.44402976,17.74429868,18.17432794,18.25695955,17.10419372,17.82529243,-2.840617166,-7.36557668,4.339357964,3.892844292,-4.524220614,-11.16349359,4.136882789,3.477894004,23.65809625,25.7058179,4.339357964,12.64946203,24.55075354,26.83762775,-5.065787502,14.89100767
27.228,270.688,404.896,441,13.424,100.583,1.615,140,4.77083,118.729,1,10.2,48.46081633,0.408,2.008284728,4.09352058,1.758514947,4.167361121,1.804064774,1.550786517,4.788186405,3.768132,2.008284728,1.758514947,4.09352058,4.167361121,1.804064774,1.550786517,4.788186405,3.768132,2.008284728,1.758514947,4.09352058,4.167361121,1.804064774,1.550786517,4.788186405,3.768132,0.8193801692,0.7174740984,1.670156397,1.700283337,0.7360584278,0.6327208991,1.953580053,1.537397856,1.997666737,1.749217512,4.07187775,4.145327889,1.794526513,1.542587363,4.762870811,3.74820953,34.0382851,34.0275261,33.38528541,28.55365019,34.94493987,34.95037761,34.32165689,27.98220953,2.008284728,1.758514947,4.09352058,4.167361121,1.804064774,1.550786517,4.788186405,3.768132,6.178756431,6.428526212,4.09352058,4.019680039,6.382976385,6.636254642,3.398854754,4.418909159,16.40916026,16.48811029,15.75003553,15.72669518,16.47371239,16.55377142,15.53045776,15.852888,-1.399179412,-5.139982158,4.09352058,4.092083909,-4.294165545,-10.39754958,3.99852115,4.05901677,21.47048601,23.55190085,4.09352058,3.478182739,23.17231896,25.2829711,-1.695361299,6.805092077
27.153,210.417,411.479,441,11.502,100.491,1.433,140,0.5,95.2513,1,9.8,38.87808163,0.392,1.950917661,4.19354301,1.706639175,3.401832319,1.795695347,1.543988036,4.740806233,3.03881,1.950917661,1.706639175,4.19354301,3.401832319,1.795695347,1.543988036,4.740806233,3.03881,1.950917661,1.706639175,4.19354301,3.401832319,1.795695347,1.543988036,4.740806233,3.03881,0.7647597231,0.6690025567,1.64386886,1.333518269,0.703912576,0.6052433101,1.858396043,1.19121352,1.937450541,1.694858301,4.164595121,3.378349583,1.783299721,1.533329938,4.708080605,3.017833195,33.06597447,33.02372219,34.20103247,23.30845041,34.78282311,34.79715891,33.98203645,22.56625249,1.950917661,1.706639175,4.19354301,3.401832319,1.795695347,1.543988036,4.740806233,3.03881,6.436168358,6.680446844,4.19354301,4.985253701,6.591390672,6.843097983,3.646279786,5.348276019,16.80338296,16.88082238,16.0924419,16.34342436,16.85259043,16.93238488,15.91895242,16.4585071,-2.777175855,-7.336729381,4.19354301,3.932805902,-5.379505536,-12.18058764,4.131729657,3.487735149,22.88208758,24.91774163,4.19354301,10.7911321,24.17560686,26.27316779,-0.3669838549,13.81631809
27.586,252.771,412.813,441,12.418,100.403,1.356,140,4.64583,112.854,1,9.5,46.06285714,0.38,1.931209633,4.229244232,1.687326544,3.279396449,1.8445555,1.583598412,5.025871917,2.961385,1.931209633,1.687326544,4.229244232,3.279396449,1.8445555,1.583598412,5.025871917,2.961385,1.931209633,1.687326544,4.229244232,3.279396449,1.8445555,1.583598412,5.025871917,2.961385,0.7338596607,0.6411840866,1.607112808,1.24617065,0.7009310898,0.6017673967,1.909831329,1.1253263,1.915001003,1.673164823,4.193748212,3.251872495,1.829074157,1.570307281,4.983689806,2.936530114,32.73194441,32.6500199,34.49219883,22.46955239,35.72924983,35.68986568,36.0253835,21.99129318,1.931209633,1.687326544,4.229244232,3.279396449,1.8445555,1.583598412,5.025871917,2.961385,6.527278831,6.77116192,4.229244232,5.179092015,6.613932964,6.874890051,3.432616547,5.497103464,17.2813569,17.35691787,16.56936935,16.86365552,17.30820447,17.38905539,16.32255453,16.96218327,-3.332977125,-8.255807959,4.229244232,3.8195371,-4.784397002,-11.35793054,4.112259308,3.321191036,23.37953255,25.41189164,4.229244232,12.14464243,24.10165034,26.27629273,-2.409319811,14.79473783
27.866,214.917,420.208,441,11.081,100.477,1.112,140,2.58333,96.1021,1,9.3,39.22534694,0.372,1.873711318,4.403590534,1.639177857,2.433954171,1.876856545,1.609681015,5.225929503,2.19929,1.873711318,1.639177857,4.403590534,2.433954171,1.876856545,1.609681015,5.225929503,2.19929,1.873711318,1.639177857,4.403590534,2.433954171,1.876856545,1.609681015,5.225929503,2.19929,0.6970206103,0.6097741627,1.638135679,0.9054309514,0.6981906347,0.5988013377,1.944045775,0.81813588,1.855834134,1.623538369,4.361575631,2.410731678,1.858949352,1.594322959,5.176068618,2.178306451,31.75740926,31.71833563,35.91410473,16.67680673,36.35492475,36.27769438,37.45939364,16.33196331,1.873711318,1.639177857,4.403590534,2.433954171,1.876856545,1.609681015,5.225929503,2.19929,6.93346975,7.168003211,4.403590534,6.373226897,6.930324523,7.197500053,3.581251565,6.607891068,18.23701505,18.30870582,17.4636969,18.06576341,18.23605364,18.31772224,17.21232931,18.13749413,-5.888347744,-12.15850689,4.403590534,0.8937825937,-5.824621318,-13.2178969,4.283525904,-1.082980019,25.48591733,27.44036284,4.403590534,20.8172269,25.45970711,27.68616986,-2.449234211,22.77276165
27.51,180.75,427.125,441,10.209,100.558,1.048,140,0.625,88.737,1,9.1,36.21918367,0.364,1.855340348,4.326876713,1.625906884,1.61157385,1.835884399,1.576582665,4.973768933,1.389445,1.855340348,1.625906884,4.326876713,1.61157385,1.835884399,1.576582665,4.973768933,1.389445,1.855340348,1.625906884,4.326876713,1.61157385,1.835884399,1.576582665,4.973768933,1.389445,0.6753438868,0.5918301057,1.574983124,0.5866128813,0.6682619213,0.5738760901,1.810451892,0.50575798,1.835249663,1.608300635,4.280022821,1.594122808,1.816004394,1.559510528,4.919910122,1.374399296,31.44604091,31.46154033,35.28845433,11.04207546,35.56128963,35.53175042,35.65191,10.31804117,1.855340348,1.625906884,4.326876713,1.61157385,1.835884399,1.576582665,4.973768933,1.389445,6.798413078,7.027846542,4.326876713,7.042179576,6.817869027,7.077170761,3.679984493,7.264308426,17.63916453,17.71063418,16.86926879,17.71509899,17.64522515,17.72599892,16.66775868,17.78429322,-5.500145233,-11.42676693,4.326876713,-11.91375569,-5.89179449,-13.17699028,4.246043341,-22.23855591,24.92301309,26.83495862,4.326876713,26.95440057,25.085146,27.24599378,-1.063891787,28.80547432
27.578,171.875,439.083,441,9.216,100.594,1.1,140,1.39583,65.1744,1,9,26.60179592,0.36,1.819396855,4.329634731,1.600054488,0.2229926874,1.843640827,1.582858635,5.02034433,0.096699,1.819396855,1.600054488,4.329634731,0.2229926874,1.843640827,1.582858635,5.02034433,0.096699,1.819396855,1.600054488,4.329634731,0.2229926874,1.843640827,1.582858635,5.02034433,0.096699,0.6549828676,0.5760196156,1.558668503,0.08027736745,0.6637106977,0.5698291086,1.807323959,0.03481164,1.798420637,1.581607115,4.279717441,0.2204217567,1.822385095,1.564609517,4.962463701,0.09558413643,30.83683701,30.96129262,35.31094773,1.527886594,35.71153251,35.67319317,35.98576183,0.7180883469,1.819396855,1.600054488,4.329634731,0.2229926874,1.843640827,1.582858635,5.02034433,0.096699,6.839872607,7.059214974,4.329634731,8.436276774,6.815628634,7.076410826,3.638925131,8.562570461,17.70690374,17.77501838,16.9273738,18.20265152,17.69937502,17.78035839,16.71288065,18.2418708,-6.265834523,-12.36184226,4.329634731,-4885.324328,-5.761089844,-12.98804858,4.239198242,-52868.09578,25.2482837,27.07613676,4.329634731,38.55165176,25.0462506,27.21943553,-1.426278597,39.60409915
27.199,197.646,429.563,441,8.505,100.461,1.183,140,-7.0625,85.4024,1,9,34.85812245,0.36,1.891432721,4.438858698,1.666971066,1.319283532,1.80082398,1.548154686,4.769770279,1.074876,1.891432721,1.666971066,4.438858698,1.319283532,1.80082398,1.548154686,4.769770279,1.074876,1.891432721,1.666971066,4.438858698,1.319283532,1.80082398,1.548154686,4.769770279,1.074876,0.6809157797,0.6001095836,1.597989131,0.4749420717,0.6482966328,0.557335687,1.717117301,0.38695536,1.869625987,1.647752198,4.387682142,1.304073229,1.780061893,1.530305678,4.714778572,1.062483523,32.05776816,32.25613836,36.20173923,9.039379933,34.88216532,34.89106352,34.18965034,7.98204666,1.891432721,1.666971066,4.438858698,1.319283532,1.80082398,1.548154686,4.769770279,1.074876,6.986284675,7.210746331,4.438858698,7.558433864,7.076893416,7.32956271,4.107947117,7.802841396,17.8800719,17.95104111,17.07463898,18.06097129,17.90872014,17.9886079,16.97001294,18.13824689,-5.880472362,-11.75643479,4.438858698,-30.40098988,-7.904232241,-16.36143922,4.415107907,-60.58388021,25.6674085,27.5379223,4.438858698,30.43531841,26.42248135,28.5280588,1.681262187,32.47204785
27.694,196.083,432.917,441,9.751,100.379,1.481,140,-2.5,110.107,1,11.7,44.94163265,0.468,1.923962588,4.495597875,1.689664631,0.9426486715,1.856948087,1.593614915,5.101502582,0.787005,1.923962588,1.689664631,4.495597875,0.9426486715,1.856948087,1.593614915,5.101502582,0.787005,1.923962588,1.689664631,4.495597875,0.9426486715,1.856948087,1.593614915,5.101502582,0.787005,0.900414491,0.7907630474,2.103939806,0.4411595783,0.8690517048,0.7458117804,2.387503208,0.36831834,1.920468668,1.686596197,4.487433861,0.9409368196,1.853575866,1.590720908,5.092238243,0.7855757973,32.60911471,32.69526224,36.6644836,6.458778023,35.96929566,35.91560956,36.56750311,5.844311932,1.923962588,1.689664631,4.495597875,0.9426486715,1.856948087,1.593614915,5.101502582,0.787005,7.067233163,7.30153112,4.495597875,8.048547079,7.134247664,7.397580835,3.889693169,8.204190751,18.4964243,18.56860085,17.70422032,18.79872252,18.51706842,18.5981894,17.51756861,18.84666927,-5.78828998,-11.86040677,4.495597875,-95.91958064,-7.218654586,-15.45865701,4.425475616,-163.7613252,25.92589194,27.87837491,4.495597875,34.10350791,26.48434611,28.67878921,-0.5536080117,35.4005385
27.756,238.688,425.229,441,11.069,100.44,1.182,140,1.22917,118.975,1,17.1,48.56122449,0.684,1.896419747,4.402980371,1.660087035,1.84173853,1.864099933,1.599390017,5.145782143,1.634731,1.896419747,1.660087035,4.402980371,1.84173853,1.864099933,1.599390017,5.145782143,1.634731,1.896419747,1.660087035,4.402980371,1.84173853,1.864099933,1.599390017,5.145782143,1.634731,1.297151107,1.135499532,3.011638574,1.259749154,1.275044354,1.093982771,3.519714985,1.118156004,1.896400919,1.660070553,4.402936657,1.841720244,1.864081426,1.599374138,5.145731054,1.63471477,32.14229292,32.12293135,35.90912846,12.61910264,36.10782772,36.04576414,36.88489841,12.139539,1.896419747,1.660087035,4.402980371,1.84173853,1.864099933,1.599390017,5.145782143,1.634731,6.909540994,7.145873707,4.402980371,6.964222212,6.941860809,7.206570725,3.660178599,7.171229741,18.14950193,18.22212046,17.37930491,18.16630396,18.15943291,18.24077098,17.15106239,18.22991167,-5.431957993,-11.44257945,4.402980371,-6.55498625,-6.079593253,-13.59537584,4.301813468,-12.30379338,25.29098557,27.26042484,4.402980371,25.74666238,25.56031735,27.76623332,-1.787034394,27.47172513
27.004,166.417,423.625,441,8.088,100.517,1.302,140,-6.20833,87.3731,1,14.7,35.6624898,0.588,1.87665015,4.3370537,1.651800104,1.995559859,1.779183101,1.53055869,4.649033533,1.691503,1.87665015,1.651800104,4.3370537,1.995559859,1.779183101,1.53055869,4.649033533,1.691503,1.87665015,1.651800104,4.3370537,1.995559859,1.779183101,1.53055869,4.649033533,1.691503,1.103470288,0.9712584612,2.550187576,1.173389197,1.046159663,0.89996851,2.733631717,0.994603764,1.876385692,1.651567333,4.336442523,1.995278645,1.778932379,1.530343004,4.648378392,1.691264634,31.80721933,31.962578,35.37145418,13.67304549,34.46297903,34.49449914,33.32421094,12.56112879,1.87665015,1.651800104,4.3370537,1.995559859,1.779183101,1.53055869,4.649033533,1.691503,6.79745725,7.022307296,4.3370537,6.678547541,6.894924299,7.14354871,4.025073867,6.9826044,17.31121854,17.38306193,16.5250781,17.27322489,17.34236091,17.4218006,16.42539528,17.37037618,-5.185272855,-10.73602829,4.3370537,-3.19127001,-7.249329412,-15.203647,4.315336358,-9.536376602,24.84041662,26.714167,4.3370537,23.84950237,25.65264203,27.72451211,1.737221761,26.38330953
27.89,244.375,423.313,441,11.945,100.586,1.348,140,2.79167,121.827,1,13.6,49.72530612,0.544,1.93330494,4.407497717,1.692006008,2.071564651,1.879651386,1.611933969,5.243690752,1.864613,1.93330494,1.692006008,4.407497717,2.071564651,1.879651386,1.611933969,5.243690752,1.864613,1.93330494,1.692006008,4.407497717,2.071564651,1.879651386,1.611933969,5.243690752,1.864613,1.051717887,0.9204512685,2.397678758,1.12693117,1.022530354,0.8768920793,2.852567769,1.014349472,1.932553406,1.691348274,4.405784389,2.070759371,1.878920709,1.611307362,5.24165237,1.863888168,32.76745762,32.74056823,35.94597031,14.19381011,36.40906114,36.32846964,37.58670603,13.84664647,1.93330494,1.692006008,4.407497717,2.071564651,1.879651386,1.611933969,5.243690752,1.864613,6.881690493,7.122989425,4.407497717,6.743430782,6.935344047,7.203061464,3.571304681,6.950382433,18.23749152,18.31124047,17.48129619,18.19523477,18.25388983,18.33571314,17.22572788,18.25848605,-4.786030925,-10.49343593,4.407497717,-2.62757059,-5.807008417,-13.19896392,4.284112047,-6.114908331,25.02577086,27.03659529,4.407497717,23.8736066,25.4728838,27.70386228,-2.560777577,25.59820369
27.752,254.708,413.021,441,13.547,100.623,1.2,140,5.41667,112.396,1,12.6,45.87591837,0.504,1.940672852,4.270415117,1.686775655,3.26710277,1.863637693,1.59901688,5.142906139,2.964775,1.940672852,1.686775655,4.270415117,3.26710277,1.863637693,1.59901688,5.142906139,2.964775,1.940672852,1.686775655,4.270415117,3.26710277,1.863637693,1.59901688,5.142906139,2.964775,0.9780991175,0.8501349299,2.152289219,1.646619796,0.9392733974,0.8059045077,2.592024694,1.4942466,1.938923936,1.685255548,4.266566658,3.264158487,1.8619582,1.597575861,5.138271399,2.962103172,32.89233588,32.63936011,34.8279738,22.38531937,36.09887409,36.03735469,36.86428325,22.01646738,1.940672852,1.686775655,4.270415117,3.26710277,1.863637693,1.59901688,5.142906139,2.964775,6.600157382,6.854054579,4.270415117,5.273727464,6.677192541,6.941813354,3.397924095,5.576055234,17.54261179,17.62078542,16.82529617,17.13421086,17.56633052,17.6478059,16.55666069,17.22729602,-3.509021095,-8.792247087,4.270415117,3.804513291,-4.810297375,-11.46841522,4.135261965,3.299067641,23.68493399,25.80074397,4.270415117,12.63135135,24.32689365,26.53206709,-3.000343396,15.15074943
27.55,254.625,425.958,441,11.846,100.65,1.258,140,3.72917,115.553,1,11.8,47.1644898,0.472,1.906204132,4.246633271,1.66457038,1.748662648,1.840443043,1.580271783,5.001077853,1.522928,1.906204132,1.66457038,4.246633271,1.748662648,1.840443043,1.580271783,5.001077853,1.522928,1.906204132,1.66457038,4.246633271,1.748662648,1.840443043,1.580271783,5.001077853,1.522928,0.8997283504,0.7856772192,2.004410904,0.8253687699,0.8686891163,0.7458882814,2.360508747,0.718822016,1.902994106,1.661767262,4.239481988,1.74571792,1.837343757,1.577610622,4.992656094,1.520363406,32.30812782,32.20968474,34.6340176,11.98137145,35.64959107,35.61489277,35.84765998,11.3092881,1.906204132,1.66457038,4.246633271,1.748662648,1.840443043,1.580271783,5.001077853,1.522928,6.58706241,6.828696163,4.246633271,6.744603894,6.652823499,6.91299476,3.492188689,6.970338542,17.30142995,17.37661574,16.57319138,17.35044993,17.32189191,17.40284575,16.33844143,17.42068862,-3.866498515,-9.099783353,4.246633271,-6.944523807,-5.021934007,-11.7418132,4.140142173,-13.88189495,23.75020943,25.76382403,4.246633271,25.06305513,24.29821851,26.46631234,-2.040404913,26.9441772
27.392,254.938,407.146,441,12.451,100.768,1.209,140,0.583333,114.369,1,11.2,46.68122449,0.448,1.954675886,4.284730838,1.703297942,3.921883686,1.822502081,1.565743426,4.894654462,3.54863,1.954675886,1.703297942,4.284730838,3.921883686,1.822502081,1.565743426,4.894654462,3.54863,1.954675886,1.703297942,4.284730838,3.921883686,1.822502081,1.565743426,4.894654462,3.54863,0.8756947968,0.7630774781,1.919559415,1.757003891,0.8164809324,0.7014530547,2.192805199,1.58978624,1.949541771,1.698824092,4.273476646,3.911582541,1.817715132,1.561630874,4.881798256,3.539309236,33.12967237,32.95906884,34.94472769,26.87170409,35.3020726,35.28746437,35.08481852,26.3521841,1.954675886,1.703297942,4.284730838,3.921883686,1.822502081,1.565743426,4.894654462,3.54863,6.61478579,6.866163734,4.284730838,4.64757799,6.746959595,7.00371825,3.674807214,5.020831676,17.31494695,17.39388879,16.58322475,16.69717199,17.35645434,17.43708592,16.3916865,16.81438725,-3.405248675,-8.527662404,4.284730838,4.243246571,-5.742328547,-12.87936484,4.211209899,4.073653694,23.70185544,25.79667163,4.284730838,7.308457106,24.80330381,26.94295927,-0.7979660308,10.41890449
27.289,259.479,407.042,441,13.7,100.85,1.384,140,4.625,119.063,1,10.6,48.59714286,0.424,1.984047118,4.123053238,1.72886653,3.924965694,1.810900666,1.556335159,4.827322782,3.543795,1.984047118,1.72886653,4.123053238,3.924965694,1.810900666,1.556335159,4.827322782,3.543795,1.984047118,1.72886653,4.123053238,3.924965694,1.810900666,1.556335159,4.827322782,3.543795,0.841235978,0.7330394086,1.748174573,1.664185454,0.7678218822,0.6598861074,2.04678486,1.50256908,1.976071271,1.721916506,4.106478611,3.909187376,1.803620865,1.550078709,4.807916999,3.529548984,33.62748344,33.45382481,33.62614318,26.89282119,35.07735186,35.07542843,34.60218592,26.31627931,1.984047118,1.72886653,4.123053238,3.924965694,1.810900666,1.556335159,4.827322782,3.543795,6.262059358,6.517239946,4.123053238,4.321140782,6.435205811,6.689771317,3.418783694,4.702311476,16.54606898,16.62669226,15.87025858,15.93284355,16.60077391,16.68120286,15.64774745,16.0532729,-1.864245191,-6.046776177,4.123053238,4.111227681,-4.434795946,-10.65621931,4.026301252,3.99751261,21.94810424,24.07460914,4.123053238,5.77378277,23.39099134,25.51237056,-1.745859628,8.950205222
27.77,255.521,411.813,441,13.711,100.832,1.255,140,5.70833,109.11,1,10.1,44.53469388,0.404,1.952065857,4.27012547,1.698037895,3.409507455,1.865718674,1.600696591,5.155869218,3.099273,1.952065857,1.698037895,4.27012547,3.409507455,1.865718674,1.600696591,5.155869218,3.099273,1.952065857,1.698037895,4.27012547,3.409507455,1.865718674,1.600696591,5.155869218,3.099273,0.7886346063,0.6860073097,1.72513069,1.377441012,0.7537503443,0.6466814226,2.082971164,1.252106292,1.941026162,1.688434828,4.245976243,3.390225359,1.855167306,1.591644026,5.126710765,3.081745401,33.08543517,32.85728615,34.82561155,23.36103841,36.13918292,36.07521065,36.95720244,23.01525171,1.952065857,1.698037895,4.27012547,3.409507455,1.865718674,1.600696591,5.155869218,3.099273,6.588185084,6.842213045,4.27012547,5.130743485,6.674532267,6.93955435,3.384381722,5.440977941,17.5210864,17.59939114,16.80653887,17.07182648,17.54770313,17.62939684,16.5335062,17.167457,-3.331945154,-8.484017474,4.27012547,3.957167817,-4.769580978,-11.40722725,4.131576669,3.559933555,23.58728891,25.7041886,4.27012547,11.44194226,24.30684877,26.51536613,-3.11107243,14.02722939
27.175,255.854,404.083,441,13.53,100.766,1.568,140,3.10417,106.267,1,9.7,43.37428571,0.388,2.023298005,4.12610906,1.769676138,4.256187298,1.798146347,1.545979562,4.754620866,3.848428,2.023298005,1.769676138,4.12610906,4.256187298,1.798146347,1.545979562,4.754620866,3.848428,2.023298005,1.769676138,4.12610906,4.256187298,1.798146347,1.545979562,4.754620866,3.848428,0.7850396261,0.6866343417,1.600930315,1.651400672,0.6976807825,0.5998400699,1.844792896,1.493190064,2.008384694,1.756632222,4.095696364,4.224815822,1.784892582,1.534584466,4.719575539,3.820062033,34.29274414,34.24349682,33.65106537,29.16226354,34.83029925,34.84204231,34.08105955,28.57848893,2.023298005,1.769676138,4.12610906,4.256187298,1.798146347,1.545979562,4.754620866,3.848428,6.228920115,6.482541982,4.12610906,3.996030823,6.454071774,6.706238559,3.497597255,4.403790121,16.47831335,16.5588443,15.81062102,15.7693181,16.54980434,16.62987327,15.61105363,15.89879133,-1.421319504,-5.236590908,4.12610906,4.121806746,-4.694013391,-11.04716985,4.046500668,4.101863677,21.64953452,23.76305008,4.12610906,3.042123746,23.52579834,25.62718822,-1.111489318,6.440117897
26.725,249.542,398.063,441,12.999,100.788,1.941,140,1.52083,112.816,1,9.3,46.04734694,0.372,2.077083728,4.008719565,1.823071042,4.900707507,1.748671448,1.505685876,4.485256326,4.433958,2.077083728,1.823071042,4.008719565,4.900707507,1.748671448,1.505685876,4.485256326,4.433958,2.077083728,1.823071042,4.008719565,4.900707507,1.748671448,1.505685876,4.485256326,4.433958,0.7726751469,0.6781824276,1.491243678,1.823063193,0.6505057785,0.5601151459,1.668515353,1.649432376,2.057266156,1.805677019,3.970472148,4.853949583,1.731987276,1.491320043,4.442462245,4.391653359,35.2043548,35.27669616,32.69367876,33.57834462,33.87196483,33.93393568,32.15025808,32.92664423,2.077083728,1.823071042,4.008719565,4.900707507,1.748671448,1.505685876,4.485256326,4.433958,5.940355402,6.194368088,4.008719565,3.116731623,6.268767682,6.511753254,3.532182804,3.58348113,15.66883996,15.75138996,15.04108972,14.75120814,15.77556861,15.85453497,14.88622302,14.90289414,-0.2611715171,-3.27343926,4.008719565,3.862881422,-4.529479776,-10.60885344,3.958615856,3.967848131,20.10568487,22.22245726,4.008719565,-3.424513288,22.84245388,24.86733364,0.03757989291,0.4650659398
27.123,255.229,409.042,441,13.015,100.806,1.997,140,5.22917,97.653,1,9.1,39.85836735,0.364,2.045593888,4.043531681,1.799106581,3.68020068,1.792358458,1.54127592,4.722078848,3.299733,2.045593888,1.799106581,4.043531681,3.68020068,1.792358458,1.54127592,4.722078848,3.299733,2.045593888,1.799106581,4.043531681,3.68020068,1.792358458,1.54127592,4.722078848,3.299733,0.7445961752,0.6548747954,1.471845532,1.339593048,0.6524184787,0.561024435,1.718836701,1.201102812,2.023443029,1.779624827,3.99974601,3.640349365,1.772949777,1.524586104,4.670945481,3.264001606,34.67063558,34.81298026,32.97759388,25.2157564,34.71818719,34.73603543,33.8477988,24.50387093,2.045593888,1.799106581,4.043531681,3.68020068,1.792358458,1.54127592,4.722078848,3.299733,6.041469473,6.28795678,4.043531681,4.406862681,6.294704903,6.545787441,3.364984513,4.787330361,16.08781268,16.16631738,15.45148168,15.56720039,16.16846662,16.24843487,15.23536855,15.68837702,-0.728764436,-3.946699107,4.043531681,3.99892391,-4.061937174,-9.969419658,3.951458308,3.807866086,20.69301329,22.74707418,4.043531681,7.071290015,22.80330854,24.89566302,-1.611028051,10.24185402
27.498,252.771,422.854,441,12.271,100.788,2.06,140,3.6875,104.587,1,8.9,42.68857143,0.356,2.036619263,4.229547126,1.791002428,2.107090028,1.834519009,1.575477393,4.965625141,1.8531,2.036619263,1.791002428,4.229547126,2.107090028,1.834519009,1.575477393,4.965625141,1.8531,2.036619263,1.791002428,4.229547126,2.107090028,1.834519009,1.575477393,4.965625141,1.8531,0.7250364577,0.6375968644,1.505718777,0.7501240499,0.6530887673,0.560869952,1.76776255,0.6597036,2.011629133,1.769026114,4.177648897,2.081235193,1.81200873,1.556145658,4.904694941,1.830361724,34.51852526,34.6561637,34.49466913,14.43722054,35.53484187,35.50684069,35.59353541,13.76115074,2.036619263,1.791002428,4.229547126,2.107090028,1.834519009,1.575477393,4.965625141,1.8531,6.422474989,6.668091824,4.229547126,6.352004225,6.624575243,6.883616859,3.493469111,6.605994253,17.13182136,17.20855406,16.44673286,17.10980572,17.19495913,17.27588583,16.2167761,17.18915427,-1.896188898,-5.833288498,4.229547126,-1.095624608,-4.973832446,-11.64042174,4.127109674,-4.631487109,22.50394599,24.55075294,4.229547126,21.91668961,24.18811477,26.3467949,-1.904436333,24.03327318
