TA_F,SW_IN_F,LW_IN_F,LW_OUT,VPD_F,PA_F,WS_F,NETRAD,G_F_MDS,LE_F_MDS,SWC_F_MDS_1_QC,SWC_F_MDS_1,AET_MS,SWI,PET_P,PET_PT,PET_PM,PET_HS,PET_OD,PET_Ham,PET_TH,PET_BR,AET_NLF1_P,AET_NLF1_PM,AET_NLF1_PT,AET_NLF1_HS,AET_NLF1_OD,AET_NLF1_Ham,AET_NLF1_TH,AET_NLF1_BR,AET_NLF2_P,AET_NLF2_PM,AET_NLF2_PT,AET_NLF2_HS,AET_NLF2_OD,AET_NLF2_Ham,AET_NLF2_TH,AET_NLF2_BR,AET_NLF3_P,AET_NLF3_PM,AET_NLF3_PT,AET_NLF3_HS,AET_NLF3_OD,AET_NLF3_Ham,AET_NLF3_TH,AET_NLF3_BR,AET_NLF4_P,AET_NLF4_PM,AET_NLF4_PT,AET_NLF4_HS,AET_NLF4_OD,AET_NLF4_Ham,AET_NLF4_TH,AET_NLF4_BR,AET_lf_P,AET_lf_PM,AET_lf_PT,AET_lf_HS,AET_lf_OD,AET_lf_Ham,AET_lf_TH,AET_lf_BR,AET_PF_P,AET_PF_PM,AET_PF_PT,AET_PF_HS,AET_PF_OD,AET_PF_Ham,AET_PF_TH,AET_PF_BR,AET_B1963_P,AET_B1963_PM,AET_B1963_PT,AET_B1963_HS,AET_B1963_OD,AET_B1963_Ham,AET_B1963_TH,AET_B1963_BR,AET_G1989_P,AET_G1989_PM,AET_G1989_PT,AET_G1989_HS,AET_G1989_OD,AET_G1989_Ham,AET_G1989_TH,AET_G1989_BR,AET_B2015_P,AET_B2015_PM,AET_B2015_PT,AET_B2015_HS,AET_B2015_OD,AET_B2015_Ham,AET_B2015_TH,AET_B2015_BR,AET_M2015_P,AET_M2015_PM,AET_M2015_PT,AET_M2015_HS,AET_M2015_OD,AET_M2015_Ham,AET_M2015_TH,AET_M2015_BR
25.54,157.76,405.705,441,8.473,100.739,1.038,140,0,23.2257,0,11,9.479877551,0.44,1.783907924,3.642276044,1.56298992,3.921256494,1.624802592,1.403924723,3.891842578,3.414935,1.783907924,1.56298992,3.642276044,3.921256494,1.624802592,1.403924723,3.891842578,3.414935,1.783907924,1.56298992,3.642276044,3.921256494,1.624802592,1.403924723,3.891842578,3.414935,0.7849194865,0.6877155646,1.60260146,1.725352857,0.7149131407,0.6177268783,1.712410734,1.5025714,1.778497233,1.558249285,3.631228821,3.909363108,1.619874477,1.399666543,3.880038405,3.404577315,30.23533747,30.2440877,29.70509685,26.86740674,31.47261102,31.64052477,27.89667618,25.35936286,1.783907924,1.56298992,3.642276044,3.921256494,1.624802592,1.403924723,3.891842578,3.414935,5.500644165,5.721562169,3.642276044,3.363295595,5.659749496,5.880627366,3.392709511,3.869617089,13.57602416,13.65229634,12.93442057,12.83810227,13.63095545,13.70721377,12.84825745,13.01291031,-1.278843329,-4.60625328,3.642276044,3.621784971,-3.483779261,-8.4986322,3.625616663,3.624067785,19.12867705,20.96966042,3.642276044,1.317438964,20.45455481,22.29520372,1.562554935,5.536784748
26.076,185.479,401.072,441,10.359,100.74,1.407,140,0,28.5265,0,11,11.64346939,0.44,1.903219387,3.822480965,1.661150156,4.490841656,1.679705242,1.449185471,4.141358734,4.004084,1.903219387,1.661150156,3.822480965,4.490841656,1.679705242,1.449185471,4.141358734,4.004084,1.903219387,1.661150156,3.822480965,4.490841656,1.679705242,1.449185471,4.141358734,4.004084,0.8374165303,0.7309060685,1.681891625,1.975970329,0.7390703065,0.6376416071,1.822197843,1.76179696,1.897446818,1.656111796,3.810887171,4.477220687,1.674610604,1.444790012,4.128797766,3.991939393,32.25753958,32.14350289,31.17478354,30.7700528,32.53608159,32.66057505,29.68520469,29.73439292,1.903219387,1.661150156,3.822480965,4.490841656,1.679705242,1.449185471,4.141358734,4.004084,5.741742543,5.983811774,3.822480965,3.154120274,5.965256688,6.19577646,3.503603196,3.64087793,14.56527408,14.64656981,13.92071565,13.69625562,14.64033833,14.71775532,13.8136248,13.85972669,-1.001568605,-4.435347203,3.822480965,3.729166561,-4.096860694,-9.674257366,3.797308345,3.813717262,19.81632745,21.83357104,3.822480965,-1.747191458,21.67894532,23.59994342,1.165166222,2.309122341
27.146,219.047,391.4,441,14.845,100.769,2.395,140,0,24.1716,0,11,9.865959184,0.44,2.255042497,4.208730726,1.996869141,5.714732175,1.794916184,1.543354837,4.736425109,5.226322,2.255042497,1.996869141,4.208730726,5.714732175,1.794916184,1.543354837,4.736425109,5.226322,2.255042497,1.996869141,4.208730726,5.714732175,1.794916184,1.543354837,4.736425109,5.226322,0.9922186985,0.8786224221,1.851841519,2.514482157,0.7897631211,0.6790761285,2.084027048,2.29958168,2.248202829,1.990812527,4.195965415,5.697399078,1.789472105,1.538673758,4.722059272,5.210470278,38.2205662,38.63971526,34.32489804,39.15582517,34.76773064,34.7828884,33.95063261,38.81075218,2.255042497,1.996869141,4.208730726,5.714732175,1.794916184,1.543354837,4.736425109,5.226322,6.162418955,6.420592311,4.208730726,2.702729277,6.622545268,6.874106614,3.681036342,3.191139452,16.72647879,16.8085788,16.10519922,15.62628559,16.87280053,16.95279791,15.93739059,15.7816017,0.3422064514,-2.261072674,4.208730726,3.89061196,-5.544476073,-12.45169174,4.150918806,4.033759022,20.48946597,22.6409106,4.208730726,-8.341281348,24.32385191,26.42019646,-0.1887224697,-4.271196558
25.557,227.619,357.956,441,16.748,100.837,2.904,140,0,23.2257,0,11,9.479877551,0.44,2.477178632,3.648772438,2.210447798,9.229764966,1.626516037,1.405341082,3.899322848,8.622245,2.477178632,2.210447798,3.648772438,9.229764966,1.626516037,1.405341082,3.899322848,8.622245,2.477178632,2.210447798,3.648772438,9.229764966,1.626516037,1.405341082,3.899322848,8.622245,1.089958598,0.972597031,1.605459873,4.061096585,0.7156670564,0.618350076,1.715702053,3.7937878,2.469665213,2.203743388,3.637705511,9.201770582,1.621582725,1.401078605,3.887495988,8.596093258,41.98553687,42.77249407,29.75807911,63.23989512,31.50580064,31.67244552,27.95029466,64.02893162,2.477178632,2.210447798,3.648772438,9.229764966,1.626516037,1.405341082,3.899322848,8.622245,4.820366244,5.087097078,3.648772438,-1.93222009,5.671028838,5.892203794,3.398222028,-1.324700124,13.36091872,13.45301642,12.95638696,11.02936349,13.6546383,13.73100632,12.86987609,11.23912998,2.688328182,1.797854811,3.648772438,2.251383821,-3.50988266,-8.546685671,3.632016203,2.373103342,13.41205416,15.6348111,3.648772438,-42.85949863,20.50090911,22.34403374,1.560852354,-37.79683225
22.927,229.496,334.111,441,15.349,100.852,2.767,140,0,28.5265,0,11,11.64346939,0.44,2.401413876,2.876685047,2.117858126,11.15934212,1.381790783,1.200473764,3.005490317,10.80844,2.401413876,2.117858126,2.876685047,11.15934212,1.381790783,1.200473764,3.005490317,10.80844,2.401413876,2.117858126,2.876685047,11.15934212,1.381790783,1.200473764,3.005490317,10.80844,1.056622105,0.9318575753,1.265741421,4.910110534,0.6079879446,0.5282084563,1.32241574,4.7557136,2.394130256,2.111434546,2.867959903,11.12549523,1.377599736,1.196832661,2.9963745,10.77565741,40.70140503,40.98087012,23.46121131,76.46084468,26.76544463,27.0553109,21.54331489,80.26365125,2.401413876,2.117858126,2.876685047,11.15934212,1.381790783,1.200473764,3.005490317,10.80844,3.351956218,3.635511968,2.876685047,-5.405972029,4.371579311,4.55289633,2.747879776,-5.055069906,9.185496315,9.297847092,8.99718384,5.715420185,9.589492518,9.66133415,8.946148472,5.854455017,2.747809011,2.447185969,2.876685047,1.242936094,-1.331326924,-4.34452987,2.870794601,1.278016047,6.837278137,9.200242725,2.876685047,-66.14545725,15.33413725,16.8451124,1.803307793,-63.2212729
22.018,228.207,330.146,441,14.297,100.766,2.269,140,0,24.1716,0,11,9.865959184,0.44,2.242331052,2.648239231,1.957648606,11.31498464,1.306069606,1.136001595,2.790200504,11.097912,2.242331052,1.957648606,2.648239231,11.31498464,1.306069606,1.136001595,2.790200504,11.097912,2.242331052,1.957648606,2.648239231,11.31498464,1.306069606,1.136001595,2.790200504,11.097912,0.9866256629,0.8613653866,1.165225262,4.97859324,0.5746706268,0.4998407017,1.227688222,4.88308128,2.235529939,1.95171095,2.640206976,11.28066567,1.302108226,1.13255604,2.781737673,11.06425142,38.00512077,37.88079206,21.59808919,77.52726579,25.29871683,25.60228907,20.00012035,82.41327503,2.242331052,1.957648606,2.648239231,11.31498464,1.306069606,1.136001595,2.790200504,11.097912,3.05414741,3.338829856,2.648239231,-6.018506174,3.990408856,4.160476867,2.506277958,-5.801433538,8.091324683,8.209591561,7.922696466,4.322232376,8.480279885,8.550931986,7.863720871,4.412411814,2.549161989,2.265185913,2.648239231,1.050923925,-0.8288928713,-3.357441547,2.640603155,1.06911703,6.030807389,8.403161108,2.648239231,-69.57463914,13.8329861,15.25021953,1.46522862,-67.76570051
22.487,225.266,339.422,441,13.718,100.685,1.775,140,0,23.2257,0,11,9.479877551,0.44,2.109808742,2.762808585,1.828104851,10.49029603,1.34460505,1.168877977,2.896621669,10.160461,2.109808742,1.828104851,2.762808585,10.49029603,1.34460505,1.168877977,2.896621669,10.160461,2.109808742,1.828104851,2.762808585,10.49029603,1.34460505,1.168877977,2.896621669,10.160461,0.9283158465,0.8043661344,1.215635777,4.615730253,0.591626222,0.51430631,1.274513534,4.47060284,2.103409576,1.822560108,2.754428835,10.45847839,1.340526789,1.165332706,2.887836056,10.12964376,35.75900889,35.37410111,22.53247574,71.87671876,26.04515275,26.3432305,20.76294585,75.45174866,2.109808742,1.828104851,2.762808585,10.49029603,1.34460505,1.168877977,2.896621669,10.160461,3.415808428,3.697512319,2.762808585,-4.96467886,4.18101212,4.356739192,2.628995501,-4.63484383,8.732260942,8.846318695,8.467870931,5.339125175,9.042080637,9.113229938,8.413691986,5.472670516,2.456557961,1.90955683,2.762808585,1.216254859,-1.068565338,-3.831867793,2.756237645,1.250443644,8.204473941,10.55200637,2.762808585,-61.63292012,14.58117137,16.04556365,1.647699553,-58.88429488
22.922,222.748,345.79,441,13.703,100.687,1.75,140,0,28.5265,0,11,11.64346939,0.44,2.103072508,2.874045916,1.823608379,9.938819936,1.381362494,1.200110575,3.004200595,9.534644,2.103072508,1.823608379,2.874045916,9.938819936,1.381362494,1.200110575,3.004200595,9.534644,2.103072508,1.823608379,2.874045916,9.938819936,1.381362494,1.200110575,3.004200595,9.534644,0.9253519036,0.8023876866,1.264580203,4.373080772,0.6077994975,0.528048653,1.321848262,4.19524336,2.096693774,1.818077274,2.865328777,9.90867495,1.377172746,1.196470574,2.99508869,9.505724901,35.64483691,35.2870937,23.43968751,68.09815122,26.75714863,27.04712564,21.53407017,70.80442144,2.103072508,1.823608379,2.874045916,9.938819936,1.381362494,1.200110575,3.004200595,9.534644,3.645019325,3.924483454,2.874045916,-4.190728103,4.366729338,4.547981258,2.743891238,-3.786552167,9.305516867,9.416094504,9.000460122,6.205088786,9.591081201,9.662798487,8.948960859,6.365012065,2.424458935,1.74008618,2.874045916,1.371473497,-1.319769677,-4.324332191,2.868032064,1.420787072,9.298824319,11.62769206,2.874045916,-55.99907091,15.31307443,16.8235071,1.789423594,-52.63093811
23.311,222.534,346.488,441,14.782,100.618,1.768,140,0,24.1716,0,11,9.865959184,0.44,2.158727939,2.976636935,1.876233985,9.960202133,1.415083198,1.228654975,3.108388774,9.519635,2.158727939,1.876233985,2.976636935,9.960202133,1.415083198,1.228654975,3.108388774,9.519635,2.158727939,1.876233985,2.976636935,9.960202133,1.415083198,1.228654975,3.108388774,9.519635,0.9498402932,0.8255429536,1.309720251,4.382488938,0.6226366073,0.5406081891,1.36769106,4.1886394,2.152180399,1.870543265,2.967608632,9.929992293,1.410791173,1.224928397,3.09896086,9.490761425,36.58813713,36.30540703,24.27638306,68.24465634,27.4103225,27.69043634,22.28088966,70.69296436,2.158727939,1.876233985,2.976636935,9.960202133,1.415083198,1.228654975,3.108388774,9.519635,3.794545931,4.077039885,2.976636935,-4.006928263,4.538190672,4.724618895,2.844885097,-3.56636113,9.824516408,9.933947577,9.507678697,6.802418305,10.11258598,10.18480367,9.456641294,6.973083113,2.47862508,1.757813518,2.976636935,1.460822628,-1.563051593,-4.799652557,2.97067469,1.51770107,9.792545235,12.14666152,2.976636935,-55.21973971,15.98958474,17.54315327,1.878704947,-51.54834694
23.205,220.806,349.964,441,12.842,100.544,1.686,140,0,23.2257,0,11,9.479877551,0.44,2.048456534,2.94756818,1.775070159,9.569145125,1.405813764,1.220818679,3.079208649,9.124109,2.048456534,1.775070159,2.94756818,9.569145125,1.405813764,1.220818679,3.079208649,9.124109,2.048456534,1.775070159,2.94756818,9.569145125,1.405813764,1.220818679,3.079208649,9.124109,0.9013208749,0.7810308702,1.296929999,4.210423855,0.6185580563,0.5371602189,1.354851806,4.01460796,2.042243453,1.769686274,2.938628044,9.540121383,1.401549854,1.217115869,3.06986924,9.096435077,34.71915437,34.34787193,24.03930872,65.56523772,27.23077251,27.51382821,22.07172691,67.75578185,2.048456534,1.775070159,2.94756818,9.569145125,1.405813764,1.220818679,3.079208649,9.124109,3.846679826,4.1200662,2.94756818,-3.674008765,4.489322596,4.674317681,2.815927711,-3.22897264,9.722457292,9.82887521,9.372470613,6.794966764,9.972611331,10.0446222,9.321228466,6.968200773,2.281661104,1.405257133,2.94756818,1.484030638,-1.489596791,-4.657780238,2.941562134,1.544459136,10.44016523,12.71838502,2.94756818,-52.2322397,15.79552164,17.33714735,1.850564272,-48.52360532
23.608,217.729,360.445,441,11.745,100.58,1.477,140,0,28.5265,0,11,11.64346939,0.44,1.962747564,3.05749965,1.698047397,8.550665443,1.44138193,1.250845697,3.193471188,8.044951,1.962747564,1.698047397,3.05749965,8.550665443,1.44138193,1.250845697,3.193471188,8.044951,1.962747564,1.698047397,3.05749965,8.550665443,1.44138193,1.250845697,3.193471188,8.044951,0.8636089282,0.7471408546,1.345299846,3.762292795,0.6342080491,0.5503721065,1.405127323,3.53977844,1.956794443,1.692897126,3.048226086,8.524730805,1.437010139,1.247051813,3.183785214,8.020550222,33.26647871,32.85747,24.93587035,58.58688578,27.91973192,28.19055295,22.89075928,59.74193699,1.962747564,1.698047397,3.05749965,8.550665443,1.44138193,1.250845697,3.193471188,8.044951,4.152251736,4.416951903,3.05749965,-2.435666143,4.67361737,4.864153604,2.921528113,-1.9299517,10.32941491,10.43032562,9.912066459,7.817926347,10.52817329,10.60081074,9.860230512,8.010718071,1.928497278,0.6743358534,3.05749965,1.741492073,-1.764656988,-5.191767972,3.051319931,1.828801738,12.1804337,14.38626843,3.05749965,-42.71888196,16.52514732,18.11294926,1.924403505,-38.50459493
24.377,216.545,366.741,441,12.289,100.695,1.707,140,0,24.1716,0,11,9.865959184,0.44,2.025533013,3.278862155,1.761089671,8.028750091,1.511768756,1.309935319,3.438755875,7.47942,2.025533013,1.761089671,3.278862155,8.028750091,1.511768756,1.309935319,3.438755875,7.47942,2.025533013,1.761089671,3.278862155,8.028750091,1.511768756,1.309935319,3.438755875,7.47942,0.8912345259,0.7748794554,1.442699348,3.53265004,0.6651782526,0.5763715402,1.513052585,3.2909448,2.01938946,1.75574819,3.268917187,8.004398451,1.507183478,1.305962213,3.42832594,7.456734509,34.33062514,34.07734741,26.74122354,55.01086058,29.28313275,29.52226726,24.64895668,55.54229458,2.025533013,1.761089671,3.278862155,8.028750091,1.511768756,1.309935319,3.438755875,7.47942,4.532191298,4.79663464,3.278862155,-1.47102578,5.045955555,5.247788992,3.118968436,-0.921695689,11.48036335,11.57730743,11.02089687,9.279603069,11.66870769,11.74269918,10.96228034,9.480985732,1.779623773,0.2993215565,3.278862155,2.075012327,-2.367048333,-6.353861291,3.270962061,2.190265095,13.72327167,15.92696619,3.278862155,-36.30353731,18.00464049,19.6865858,1.946414491,-31.72578655
24.908,219.417,359.609,441,14.914,100.73,2.097,140,0,23.2257,0,11,9.479877551,0.44,2.220802781,3.440321349,1.950343555,8.9106375,1.562367543,1.352144821,3.632036424,8.340175,2.220802781,1.950343555,3.440321349,8.9106375,1.562367543,1.352144821,3.632036424,8.340175,2.220802781,1.950343555,3.440321349,8.9106375,1.562367543,1.352144821,3.632036424,8.340175,0.9771532234,0.8581511641,1.513741393,3.9206805,0.6874417191,0.5949437214,1.598096026,3.669677,2.214066964,1.944428056,3.429886665,8.883611048,1.557628797,1.348043692,3.621020258,8.314878791,37.64023952,37.73943823,28.0580268,61.05331859,30.26323702,30.47355104,26.0343891,61.93427521,2.220802781,1.950343555,3.440321349,8.9106375,1.562367543,1.352144821,3.632036424,8.340175,4.659839917,4.930299143,3.440321349,-2.029994803,5.318275154,5.528497876,3.248606274,-1.459532303,12.2924589,12.38893689,11.85743322,9.906066469,12.52733538,12.60232586,11.78904477,10.10956139,2.210045501,1.007431561,3.440321349,2.083647682,-2.843612649,-7.270047396,3.429646394,2.194093824,13.60297608,15.85680297,3.440321349,-42.14564658,19.08993639,20.84179241,1.842695723,-37.39179241
24.973,218.234,354.134,441,16.898,100.682,2.317,140,0,28.5265,0,11,11.64346939,0.44,2.368525045,3.460137885,2.097373086,9.524511118,1.568676589,1.357392302,3.657191708,8.947155,2.368525045,2.097373086,3.460137885,9.524511118,1.568676589,1.357392302,3.657191708,8.947155,2.368525045,2.097373086,3.460137885,9.524511118,1.568676589,1.357392302,3.657191708,8.947155,1.04215102,0.9228441578,1.522460669,4.190784892,0.6902176991,0.597252613,1.609164351,3.9367482,2.361341179,2.091011638,3.449643097,9.495622753,1.563918707,1.353275257,3.646099245,8.920017788,40.14397441,40.58448156,28.21964336,65.25941737,30.38544395,30.59181454,26.21470184,66.44171857,2.368525045,2.097373086,3.460137885,9.524511118,1.568676589,1.357392302,3.657191708,8.947155,4.551750725,4.822902684,3.460137885,-2.604235348,5.351599181,5.562883468,3.263084062,-2.02687923,12.35584209,12.4521951,11.96794086,9.81298466,12.64006576,12.71514498,11.8979184,10.01814636,2.59631312,1.710171483,3.460137885,1.996237058,-2.902047986,-7.383215986,3.448951976,2.098389013,12.55691155,14.81651121,3.460137885,-47.07630572,19.22231535,20.98301774,1.818022694,-42.26500474
24.015,218.05,344.974,441,16.739,100.668,2.435,140,0,24.1716,0,11,9.865959184,0.44,2.398017759,3.173015681,2.122668559,10.29305035,1.478216549,1.281822875,3.318545603,9.795189,2.398017759,2.122668559,3.173015681,10.29305035,1.478216549,1.281822875,3.318545603,9.795189,2.398017759,2.122668559,3.173015681,10.29305035,1.478216549,1.281822875,3.318545603,9.795189,1.055127814,0.9339741658,1.3961269,4.528942156,0.6504152817,0.5640020649,1.460160065,4.30988316,2.39074444,2.116230388,3.16339175,10.26183097,1.473733037,1.277935036,3.308480272,9.765479654,40.64384447,41.07395272,25.87797766,70.52524385,28.63322269,28.88869164,23.78729104,72.73923284,2.398017759,2.122668559,3.173015681,10.29305035,1.478216549,1.281822875,3.318545603,9.795189,3.948013602,4.223362803,3.173015681,-3.947018993,4.867814812,5.064208487,3.027485759,-3.449157638,10.77268213,10.87552539,10.48321946,7.823877876,11.11622899,11.18958227,10.42886386,8.009829695,2.788981202,2.256738469,3.173015681,1.598584427,-2.072266472,-5.785655045,3.166213411,1.666374457,9.631331694,11.92590837,3.173015681,-56.1606066,17.29634178,18.93295573,1.960266331,-52.01176198
23.18,218.19,338.888,441,16.08,100.636,2.336,140,0,23.2257,0,11,9.479877551,0.44,2.348848916,2.941650066,2.068562409,10.72684226,1.403636441,1.218976867,3.072414468,10.327468,2.348848916,2.068562409,2.941650066,10.72684226,1.403636441,1.218976867,3.072414468,10.327468,2.348848916,2.068562409,2.941650066,10.72684226,1.403636441,1.218976867,3.072414468,10.327468,1.033493523,0.9101674599,1.294326029,4.719810595,0.617600034,0.5363498214,1.351862366,4.54408592,2.341724728,2.062288346,2.93272788,10.69430716,1.399379135,1.215279643,3.063095666,10.29614422,39.81048499,40.02699066,23.99104271,73.49747063,27.18859751,27.47231893,22.02302632,76.69194536,2.348848916,2.068562409,2.941650066,10.72684226,1.403636441,1.218976867,3.072414468,10.327468,3.534451217,3.814737723,2.941650066,-4.843542128,4.479663691,4.664323265,2.810885664,-4.444167868,9.565509326,9.674857028,9.334240815,6.29701693,9.934263473,10.0063044,9.283225919,6.452824136,2.726121631,2.32817611,2.941650066,1.341180198,-1.478417065,-4.634629845,2.935709285,1.385695784,7.881659654,10.21738054,2.941650066,-61.93495155,15.75843028,17.29726006,1.851946716,-58.60683272
23.043,216.046,344.707,441,14.167,100.616,1.781,140,0,28.5265,0,11,11.64346939,0.44,2.131795654,2.905176032,1.851084439,10.08174038,1.391764445,1.208926736,3.035765931,9.671688,2.131795654,1.851084439,2.905176032,10.08174038,1.391764445,1.208926736,3.035765931,9.671688,2.131795654,1.851084439,2.905176032,10.08174038,1.391764445,1.208926736,3.035765931,9.671688,0.9379900877,0.8144771533,1.278277454,4.435965766,0.6123763557,0.5319277639,1.33573701,4.25554272,2.125329801,1.845469998,2.896364473,10.05116191,1.387543147,1.205259995,3.026558286,9.642353239,36.13166361,35.81875956,23.69357356,69.07740408,26.95863559,27.24581718,21.76033009,71.82211241,2.131795654,1.851084439,2.905176032,10.08174038,1.391764445,1.208926736,3.035765931,9.671688,3.67855641,3.959267624,2.905176032,-4.271388315,4.418587619,4.601425327,2.774586132,-3.861335937,9.462201372,9.572487169,9.15835576,6.338827814,9.752944766,9.824778028,9.107049612,6.499929155,2.460292127,1.785699447,2.905176032,1.382181124,-1.390532665,-4.463564536,2.899182721,1.431926043,9.350012514,11.68927264,2.905176032,-56.89952686,15.51693926,17.04058683,1.816926869,-53.4824237
24.189,213.797,363.105,441,12.832,100.649,1.696,140,0,24.1716,0,11,9.865959184,0.44,2.049168629,3.223193693,1.780905895,8.384328217,1.494249878,1.295269086,3.375223519,7.846228,2.049168629,1.780905895,3.223193693,8.384328217,1.494249878,1.295269086,3.375223519,7.846228,2.049168629,1.780905895,3.223193693,8.384328217,1.494249878,1.295269086,3.375223519,7.846228,0.9016341967,0.7835985938,1.418205225,3.689104416,0.6574699462,0.5699183979,1.485098348,3.45234032,2.042953388,1.77550431,3.213417569,8.35889809,1.489717736,1.291340464,3.364986281,7.82242996,34.73122362,34.46079428,26.28721153,57.44718734,28.94379008,29.19173153,24.19355759,58.26621676,2.049168629,1.780905895,3.223193693,8.384328217,1.494249878,1.295269086,3.375223519,7.846228,4.397218757,4.66548149,3.223193693,-1.937940832,4.952137508,5.151118299,3.071163866,-1.399840615,11.17515129,11.27442091,10.74070768,8.830849048,11.38049691,11.45412901,10.68444961,9.029971031,1.965494594,0.6500481585,3.223193693,1.945500505,-2.208995923,-6.049928842,3.215904894,2.049062641,13.00673589,15.24225867,3.223193693,-39.78626068,17.63105882,19.28923208,1.956278474,-35.3020922
25.39,200.993,382.911,441,12.327,100.73,1.819,140,0,23.2257,0,11,9.479877551,0.44,2.045010531,3.59326195,1.785090094,6.431322116,1.609761976,1.391481275,3.827001649,5.875931,2.045010531,1.785090094,3.59326195,6.431322116,1.609761976,1.391481275,3.827001649,5.875931,2.045010531,1.785090094,3.59326195,6.431322116,1.609761976,1.391481275,3.827001649,5.875931,0.8998046336,0.7854396412,1.581035258,2.829781731,0.7082952693,0.6122517608,1.683880725,2.58540964,2.038807902,1.779675817,3.582363389,6.411815563,1.604879479,1.387260836,3.815394143,5.858108979,34.6607483,34.54175915,29.30535548,44.06570889,31.18127256,31.36008435,27.43189726,43.63475919,2.045010531,1.785090094,3.59326195,6.431322116,1.609761976,1.391481275,3.827001649,5.875931,5.141513369,5.401433806,3.59326195,0.755201784,5.576761924,5.795042625,3.359522251,1.3105929,13.20991609,13.30034503,12.67126381,11.68387406,13.36134345,13.43728551,12.58994341,11.87710023,1.099406543,-0.9840740823,3.59326195,2.846616361,-3.323476822,-8.19130374,3.578347637,3.011190927,16.49535711,18.66136075,3.59326195,-20.05723943,20.1224284,21.94143424,1.645431125,-15.42898014
25.941,210.951,381.594,441,13.343,100.691,2.132,140,0,28.5265,0,11,11.64346939,0.44,2.142610863,3.775832303,1.880983781,6.661042064,1.665704783,1.437667687,4.075767255,6.105991,2.142610863,1.880983781,3.775832303,6.661042064,1.665704783,1.437667687,4.075767255,6.105991,2.142610863,1.880983781,3.775832303,6.661042064,1.665704783,1.437667687,4.075767255,6.105991,0.9427487796,0.8276328636,1.661366213,2.930858508,0.7329101044,0.6325737824,1.793337592,2.68663604,2.136112206,1.875278654,3.764379996,6.640838758,1.660652609,1.433307162,4.063405229,6.087471194,36.31496987,36.39731628,30.79433379,45.63968888,32.2648911,32.40099652,29.21504584,45.34318849,2.142610863,1.880983781,3.775832303,6.661042064,1.665704783,1.437667687,4.075767255,6.105991,5.409053743,5.670680825,3.775832303,0.890622542,5.885959823,6.113996919,3.475897351,1.445673606,14.22217258,14.31060668,13.6701178,12.69487109,14.3833744,14.46045456,13.56873502,12.88248716,1.117989879,-0.9788659204,3.775832303,3.019237279,-3.931905308,-9.359028464,3.753111258,3.185143327,17.38601097,19.56623666,3.775832303,-20.26758237,21.36022831,23.26053743,1.276374369,-15.64215684
26.051,208.499,386.144,441,13.31,100.573,2.009,140,0,24.1716,0,11,9.865959184,0.44,2.120301807,3.812296083,1.85991717,6.166330468,1.677103716,1.447046501,4.129066517,5.627311,2.120301807,1.85991717,3.812296083,6.166330468,1.677103716,1.447046501,4.129066517,5.627311,2.120301807,1.85991717,3.812296083,6.166330468,1.677103716,1.447046501,4.129066517,5.627311,0.932932795,0.8183635549,1.677410277,2.713185406,0.7379256349,0.6367004605,1.816789268,2.47601684,2.113870815,1.854275939,3.80073318,6.147627649,1.672016968,1.44265753,4.116542832,5.610243057,35.93685516,35.98967422,31.0917193,42.25005658,32.48568972,32.61236867,29.59709424,41.78850302,2.120301807,1.85991717,3.812296083,6.166330468,1.677103716,1.447046501,4.129066517,5.627311,5.50429036,5.764674997,3.812296083,1.458261699,5.947488451,6.177545666,3.49552565,1.997281167,14.45634445,14.54375865,13.88832196,13.09804478,14.60513129,14.68236422,13.78197838,13.27899999,0.8608370936,-1.421703252,3.812296083,3.215481477,-4.052603081,-9.593083324,3.787372778,3.383461685,17.91224839,20.08212036,3.812296083,-15.80465712,21.60556582,23.52270927,1.172542469,-11.31282822
26.043,208.964,387.062,441,12.768,100.486,1.583,140,0,23.2257,0,11,9.479877551,0.44,2.027641167,3.808722154,1.769206973,6.062032497,1.676272078,1.446362612,4.125147111,5.525993,2.027641167,1.769206973,3.808722154,6.062032497,1.676272078,1.446362612,4.125147111,5.525993,2.027641167,1.769206973,3.808722154,6.062032497,1.676272078,1.446362612,4.125147111,5.525993,0.8921621134,0.7784510681,1.675837748,2.667294299,0.7375597145,0.6363995494,1.815064729,2.43143692,2.02149122,1.763840871,3.797170091,6.04364602,1.671187853,1.441975715,4.112635313,5.50923236,34.3663561,34.2344184,31.06257162,41.53543462,32.46958082,32.59695574,29.56899999,41.0361139,2.027641167,1.769206973,3.808722154,6.062032497,1.676272078,1.446362612,4.125147111,5.525993,5.589803142,5.848237336,3.808722154,1.555411811,5.94117223,6.171081696,3.492297197,2.091451309,14.47868601,14.5654061,13.88102712,13.12490712,14.5965913,14.67373963,13.77484768,13.30478034,0.2075394196,-2.560287257,3.808722154,3.242805094,-4.035669186,-9.562524614,3.783829232,3.410479498,18.65106372,20.804682,3.808722154,-14.96886404,21.57913945,23.49505167,1.171847514,-10.50186823
